TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20200110190981,3,33,26,1,0,0,0
20200110190981,4,37,20,1,0,0,0
20200110190981,5,3,26,1,0,0,0
20200110190981,6,1,26,1,0,0,0
20200110190981,7,10,22,2,0,0,0
20200110190981,8,8,22,1,0,0,0
20200110190981,9,6,22,2,0,0,0
20200110191038,1,77,19,2,0,0,0
20200110191107,1,29,19,1,0,0,0
20200110191249,1,31,18,1,0,0,0
20200110191249,2,35,20,2,0,0,0
20200110191270,1,32,18,2,0,0,0
20200110191270,2,44,21,1,0,0,0
20200110191270,3,13,22,2,0,0,0
20200110191270,4,8,22,2,0,0,0
20200110191335,1,24,18,1,0,0,0
20200110191335,2,34,30,1,0,0,0
20200110191477,1,23,19,2,0,0,0
20200110191477,2,48,29,2,0,0,0
20200110191538,1,33,18,2,0,0,0
20200110191538,2,39,20,1,0,0,0
20200110191538,3,7,22,1,0,0,0
20200110191538,4,4,22,2,0,0,0
20200110191855,1,64,19,1,0,0,0
20200110191855,2,41,28,1,0,0,0
20200110192022,1,24,18,1,0,0,0
20200110192022,2,25,21,2,0,0,0
20200110192026,1,23,18,1,0,0,0
20200110192026,2,80,24,1,0,0,0
20200110192026,3,60,24,2,0,0,0
20200110192026,4,57,26,1,0,0,0
20200110192026,5,26,26,2,0,0,0
20200110192132,1,63,18,2,0,0,0
20200110192132,2,65,20,1,0,0,0
20200110192132,3,25,22,1,0,0,0
20200111190018,1,59,19,1,0,0,0
20200111190121,1,46,18,1,0,0,0
20200111190121,2,14,22,1,0,0,0
20200111190124,1,37,18,1,0,0,0
20200111190124,2,39,20,2,0,0,0
20200111190126,1,36,19,1,0,0,0
20200111190133,1,68,19,2,0,0,0
20200111190136,1,49,18,2,0,0,0
20200111190136,2,49,20,1,0,0,0
20200111190136,3,15,40,2,0,0,0
20200111190524,1,23,18,1,0,0,0
20200111190524,2,44,24,2,0,0,0
20200111190524,3,49,24,1,0,0,0
20200111190524,4,25,25,2,0,0,0
20200111190524,5,40,26,2,0,0,0
20200111190524,6,43,26,1,0,0,0
20200111190524,7,18,26,2,0,0,0
20200111190524,8,16,26,2,0,0,0
20200111190532,1,54,19,1,0,0,0
20200111190532,2,10,40,2,0,0,0
20200111190541,1,38,18,1,0,0,0
20200111190541,2,38,20,2,0,0,0
20200111190541,3,5,22,2,0,0,0
20200111190541,4,3,22,2,0,0,0
20200111190541,5,1,22,2,0,0,0
20200111190545,1,32,19,1,0,0,0
20200111190545,2,26,20,2,0,0,0
20200111190545,3,3,22,2,0,0,0
20200111190558,1,51,18,2,0,0,0
20200111190558,2,57,20,1,0,0,0
20200111190558,3,20,22,2,0,0,0
20200111190558,4,16,22,2,0,0,0
20200111190564,1,51,18,2,0,0,0
20200111190564,2,16,22,2,0,0,0
20200111190566,1,62,18,1,0,0,0
20200111190566,2,62,20,2,0,0,0
20200111190573,1,24,18,1,0,0,0
20200111190573,2,23,20,2,0,0,0
20200111190573,3,3,22,2,0,0,0
20200111190584,1,61,18,1,0,0,0
20200111190584,2,61,20,2,0,0,0
20200111190600,1,45,18,1,0,0,0
20200111190600,2,12,22,1,0,0,0
20200111190618,1,28,18,1,0,0,0
20200111190618,2,3,22,2,0,0,0
20200111190618,3,4,22,1,0,0,0
20200111190618,4,29,21,2,0,0,0
20200111190629,1,31,18,2,0,0,0
20200111190629,2,31,20,1,0,0,0
20200111190629,3,1,22,2,0,0,0
20200111190637,1,67,18,2,0,0,0
20200111190637,2,11,23,1,0,0,0
20200111190672,1,46,19,1,0,0,0
20200111190678,1,32,18,1,0,0,0
20200111190678,2,38,20,2,0,0,0
20200111190678,3,3,22,1,0,0,0
20200111190678,4,1,22,2,0,0,0
20200111190697,1,37,18,2,0,0,0
20200111190697,2,37,20,1,0,0,0
20200111190697,3,6,22,2,0,0,0
20200111190697,4,1,22,1,0,0,0
20200111190710,1,19,18,1,0,0,0
20200111190710,2,50,24,1,0,0,0
20200111190710,3,50,24,2,0,0,0
20200111190710,4,27,25,1,0,0,0
20200111190724,1,64,18,2,0,0,0
20200111190724,2,71,20,1,0,0,0
20200111190734,1,61,18,1,0,0,0
20200111190734,2,27,22,1,0,0,0
20200111190734,3,58,20,2,0,0,0
20200111190741,1,46,18,2,0,0,0
20200111190741,2,50,20,1,0,0,0
20200111190741,3,15,22,2,0,0,0
20200111190741,4,7,22,1,0,0,0
20200111190750,1,33,18,1,0,0,0
20200111190750,2,38,20,2,0,0,0
20200111190750,3,4,22,1,0,0,0
20200111190750,4,3,22,1,0,0,0
20200111190772,1,75,18,2,0,0,0
20200111190772,2,77,20,1,0,0,0
20200111190804,1,44,18,1,0,0,0
20200111190804,2,40,20,2,0,0,0
20200111190814,1,73,19,1,0,0,0
20200111190830,1,37,18,2,0,0,0
20200111190830,2,39,20,1,0,0,0
20200111190830,3,12,22,1,0,0,0
20200111190830,4,10,22,2,0,0,0
20200111190830,5,3,22,2,0,0,0
20200111190837,1,57,18,2,0,0,0
20200111190845,1,51,18,2,0,0,0
20200111190845,5,53,20,1,0,0,0
20200111190860,1,59,18,2,0,0,0
20200111190860,2,75,20,1,0,0,0
20200111190889,1,59,18,2,0,0,0
20200111190889,2,65,20,1,0,0,0
20200111190922,1,34,19,2,0,0,0
20200111190922,2,26,20,1,0,0,0
20200111190922,3,1,22,2,0,0,0
20200111190926,1,34,18,2,0,0,0
20200111190926,2,66,24,1,0,0,0
20200111190926,3,21,25,2,0,0,0
20200111190956,1,28,18,2,0,0,0
20200111190956,2,31,20,1,0,0,0
20200111190960,1,38,19,1,0,0,0
20200111190968,1,80,18,1,0,0,0
20200111190968,2,85,20,2,60,0,0
20200111190977,1,25,18,2,0,0,0
20200111190977,2,58,24,2,0,0,0
20200111190977,3,67,24,1,0,0,0
20200111190985,1,37,18,2,0,0,0
20200111190985,2,36,20,1,0,0,0
20200111190985,3,6,22,2,0,0,0
20200111190992,1,67,18,1,0,0,0
20200111190992,2,66,20,2,0,0,0
20200111190999,1,33,18,1,0,0,0
20200111190999,2,31,20,2,0,0,0
20200111190999,3,13,22,1,0,0,0
20200111190999,4,12,22,2,0,0,0
20200111190999,5,8,22,1,0,0,0
20200111190999,6,8,22,1,0,0,0
20200111190999,7,2,22,2,0,0,0
20200111191006,1,74,18,1,0,0,0
20200111191006,2,72,20,2,0,0,0
20200111191018,1,63,18,1,0,0,0
20200111191018,2,62,20,2,0,0,0
20200111191018,3,33,22,1,0,0,0
20200111191018,4,26,22,1,0,0,0
20200111191048,1,45,18,1,0,0,0
20200111191048,2,46,20,2,0,0,0
20200111191048,3,12,22,1,0,0,0
20200111191048,4,9,22,2,0,0,0
20200111191056,1,66,18,2,0,0,0
20200111191056,2,32,22,1,0,0,0
20200111191062,1,55,18,1,0,0,0
20200111191062,2,54,20,2,0,0,0
20200111191074,1,45,18,2,0,0,0
20200111191074,2,49,20,1,0,0,0
20200111191074,3,15,22,1,0,0,0
20200111191074,4,12,22,1,0,0,0
20200111191074,5,2,23,2,0,0,0
20200111191074,6,19,30,1,0,0,0
20200111191076,1,63,18,1,0,0,0
20200111191076,2,65,20,2,0,0,0
20200111191077,1,40,18,2,0,0,0
20200111191077,2,41,20,1,0,0,0
20200111191077,3,13,22,2,0,0,0
20200111191077,4,7,22,1,0,0,0
20200111191088,1,42,19,1,0,0,0
20200111191100,1,60,18,2,0,0,0
20200111191100,2,65,20,1,0,0,0
20200111191127,1,53,19,2,0,0,0
20200111191149,1,45,18,2,0,0,0
20200111191149,2,15,22,1,0,0,0
20200111191149,3,20,22,2,0,0,0
20200111191149,4,1,23,2,0,0,0
20200111191152,1,45,18,1,0,0,0
20200111191152,2,42,20,2,0,0,0
20200111191152,3,13,22,2,0,0,0
20200111191152,4,11,22,2,0,0,0
20200111191169,1,32,18,1,0,0,0
20200111191169,2,32,20,2,0,0,0
20200111191169,3,10,22,2,0,0,0
20200111191207,1,23,18,1,0,0,0
20200111191207,2,65,24,1,0,0,0
20200111191207,3,29,25,1,0,0,0
20200111191207,4,26,25,2,0,0,0
20200111191211,1,64,19,1,0,0,0
20200111191214,1,19,18,2,0,0,0
20200111191214,2,67,24,1,0,0,0
20200111191245,1,19,18,2,0,0,0
20200111191245,2,36,24,2,0,0,0
20200111191245,3,17,25,1,0,0,0
20200111191245,4,9,25,2,0,0,0
20200111191245,5,40,24,1,0,0,0
20200111191275,1,55,18,2,0,0,0
20200111191275,2,52,20,1,0,0,0
20200111191275,3,20,22,1,0,0,0
20200111191275,4,18,22,1,0,0,0
20200111191275,5,18,22,1,0,0,0
20200111191275,6,22,22,2,0,0,0
20200111191278,1,80,19,2,0,0,0
20200111191282,1,37,19,1,0,0,0
20200111191291,1,54,18,2,0,0,0
20200111191291,2,58,20,1,0,0,0
20200111191291,3,22,22,1,0,0,0
20200111191293,1,48,19,1,0,0,0
20200111191313,1,62,19,1,0,0,0
20200111191313,3,51,30,2,0,0,0
20200111191324,1,38,18,1,0,0,0
20200111191324,2,36,20,2,0,0,0
20200111191324,3,7,22,1,0,0,0
20200111191324,4,5,22,2,0,0,0
20200111191340,1,28,18,2,0,0,0
20200111191340,2,8,22,1,0,0,0
20200111191340,3,4,22,1,0,0,0
20200111191355,1,35,18,1,0,0,0
20200111191355,2,60,24,1,0,0,0
20200111191355,3,40,25,1,0,0,0
20200111191355,4,63,26,2,0,0,0
20200111191355,5,49,26,2,0,0,0
20200111191366,1,70,18,2,0,0,0
20200111191366,2,85,20,1,60,0,0
20200111191369,1,38,18,2,0,0,0
20200111191369,2,34,20,1,0,0,0
20200111191369,3,8,22,2,0,0,0
20200111191369,4,4,22,2,0,0,0
20200111191369,5,2,22,1,0,0,0
20200111191370,1,63,18,2,0,0,0
20200111191370,2,64,20,1,0,0,0
20200111191388,1,29,19,1,0,0,0
20200111191388,2,8,40,1,0,0,0
20200111191388,3,6,40,1,0,0,0
20200111191388,4,5,40,1,0,0,0
20200111191388,5,0,40,1,0,0,0
20200111191417,1,46,18,1,0,0,0
20200111191417,3,13,22,2,0,0,0
20200111191430,1,15,18,1,0,0,0
20200111191430,2,47,24,2,0,0,0
20200111191430,3,49,24,1,0,0,0
20200111191447,1,43,18,1,0,0,0
20200111191447,2,41,20,2,0,0,0
20200111191447,3,6,22,1,0,0,0
20200111191447,4,6,22,1,0,0,0
20200111191451,1,61,18,1,0,0,0
20200111191451,2,80,24,2,60,0,0
20200111191459,1,70,18,2,0,0,0
20200111191459,2,73,20,1,0,0,0
20200111191486,1,45,18,1,0,0,0
20200111191486,2,44,20,2,0,0,0
20200111191490,1,52,19,1,0,0,0
20200111191495,1,53,18,2,0,0,0
20200111191495,2,74,24,2,0,0,0
20200111191505,1,34,18,1,0,0,0
20200111191505,2,30,20,2,0,0,0
20200111191505,3,5,22,2,0,0,0
20200111191505,4,3,22,2,0,0,0
20200111191505,5,0,22,1,0,0,0
20200111191513,1,63,19,2,0,0,0
20200111191521,1,63,19,2,0,0,0
20200111191527,1,45,18,2,0,0,0
20200111191527,2,51,20,1,0,0,0
20200111191527,3,28,22,1,0,0,0
20200111191527,4,18,22,1,0,0,0
20200111191527,7,11,27,1,0,0,0
20200111191540,1,72,18,1,0,0,0
20200111191540,2,38,22,2,0,0,0
20200111191540,3,15,23,2,0,0,0
20200111191540,4,4,23,2,0,0,0
20200111191549,1,75,19,2,0,0,0
20200111191618,1,15,18,2,0,0,0
20200111191618,2,53,24,2,0,0,0
20200111191618,3,51,24,1,0,0,0
20200111191618,5,79,26,2,0,0,0
20200111191627,1,52,19,1,0,0,0
20200111191627,2,45,20,2,0,0,0
20200111191627,3,18,22,1,0,0,0
20200111191627,4,19,22,2,0,0,0
20200111191633,1,42,18,1,0,0,0
20200111191633,2,40,20,2,0,0,0
20200111191633,3,13,22,1,0,0,0
20200111191633,4,8,22,1,0,0,0
20200111191641,1,69,18,2,0,0,0
20200111191641,2,41,22,1,0,0,0
20200111191674,1,52,18,2,0,0,0
20200111191674,2,58,20,1,0,0,0
20200111191674,3,23,22,1,0,0,0
20200111191674,4,55,25,2,0,0,0
20200111191674,5,56,26,1,0,0,0
20200111191674,6,27,26,2,0,0,0
20200111191674,7,16,26,1,0,0,0
20200111191674,9,62,25,1,0,0,0
20200111191677,1,28,19,2,0,0,0
20200111191677,2,25,28,2,0,0,0
20200111191677,3,22,28,2,0,0,0
20200111191687,1,75,18,2,0,0,0
20200111191687,3,45,26,1,0,0,0
20200111191706,1,54,19,2,0,0,0
20200111191706,2,27,22,2,0,0,0
20200111191706,3,1,23,2,0,0,0
20200111191708,1,18,18,2,0,0,0
20200111191708,2,35,24,2,0,0,0
20200111191708,3,29,24,1,0,0,0
20200111191708,5,15,25,2,0,0,0
20200111191708,6,12,25,2,0,0,0
20200111191745,1,30,18,2,0,0,0
20200111191745,2,33,20,1,0,0,0
20200111191745,3,3,22,2,0,0,0
20200111191745,4,1,22,1,0,0,0
20200111191773,1,29,18,2,0,0,0
20200111191773,2,31,20,1,0,0,0
20200111191773,3,3,22,1,0,0,0
20200111191776,1,35,18,2,0,0,0
20200111191776,2,38,20,1,0,0,0
20200111191776,3,11,22,1,0,0,0
20200111191776,4,3,22,2,0,0,0
20200111191782,1,22,18,2,0,0,0
20200111191782,2,55,24,2,0,0,0
20200111191782,3,60,24,1,0,0,0
20200111191785,1,55,19,2,0,0,0
20200111191802,1,16,18,2,0,0,0
20200111191802,2,41,24,2,0,0,0
20200111191802,3,14,25,2,0,0,0
20200111191802,4,32,24,1,0,0,0
20200111191819,1,36,18,2,0,0,0
20200111191819,2,54,20,1,0,0,0
20200111191819,3,7,22,2,0,0,0
20200111191819,4,5,22,2,0,0,0
20200111191821,1,63,18,1,0,0,0
20200111191821,2,60,20,2,0,0,0
20200111191853,1,29,18,1,0,0,0
20200111191853,2,27,20,2,0,0,0
20200111191853,3,4,22,2,0,0,0
20200111191853,4,1,22,2,0,0,0
20200111191886,1,34,19,1,0,0,0
20200111191903,1,56,18,2,0,0,0
20200111191903,2,56,20,1,0,0,0
20200111191904,1,30,18,1,0,0,0
20200111191904,2,29,20,2,0,0,0
20200111191904,3,1,22,1,0,0,0
20200111191910,1,18,18,1,0,0,0
20200111191910,2,63,24,1,0,0,0
20200111191910,3,31,25,2,0,0,0
20200111191910,4,21,25,1,0,0,0
20200111191910,5,2,25,2,0,0,0
20200111191912,1,38,18,1,0,0,0
20200111191912,2,39,20,2,0,0,0
20200111191912,3,5,22,1,0,0,0
20200111191918,1,50,19,2,0,0,0
20200111191938,1,57,19,2,0,0,0
20200111191962,1,48,18,2,0,0,0
20200111191962,2,53,21,1,0,0,0
20200111191968,1,37,18,2,0,0,0
20200111191968,2,38,20,1,0,0,0
20200111191968,3,13,22,1,0,0,0
20200111191968,4,8,22,1,0,0,0
20200111191968,5,5,22,2,0,0,0
20200111191968,6,2,22,1,0,0,0
20200111191985,1,37,19,2,0,0,0
20200111191996,1,35,18,2,0,0,0
20200111191996,2,36,20,1,0,0,0
20200111191996,3,0,22,2,0,0,0
20200111192039,1,46,18,1,0,0,0
20200111192039,2,44,20,2,0,0,0
20200111192039,3,20,22,2,0,0,0
20200111192039,4,7,22,2,0,0,0
20200111192100,1,58,18,2,0,0,0
20200111192100,2,61,20,1,0,0,0
20200111192105,1,23,18,1,0,0,0
20200111192105,2,26,25,1,0,0,0
20200111192120,1,45,18,2,0,0,0
20200111192120,2,40,20,1,0,0,0
20200111192120,3,7,22,1,0,0,0
20200111192120,4,5,22,2,0,0,0
20200111192121,1,43,18,1,0,0,0
20200111192121,2,35,20,2,0,0,0
20200111192121,3,8,22,1,0,0,0
20200111192121,4,1,22,2,0,0,0
20200111192132,1,47,18,1,0,0,0
20200111192132,2,58,21,2,0,0,0
20200111192142,1,42,18,2,0,0,0
20200111192142,2,41,20,1,0,0,0
20200111192142,3,11,22,2,0,0,0
20200111192142,4,7,22,1,0,0,0
20200111192153,1,54,18,1,0,0,0
20200111192153,2,76,24,2,0,0,0
20200111192153,3,29,22,2,0,0,0
20200111192170,1,49,18,1,0,0,0
20200111192170,2,51,20,2,0,0,0
20200111192170,3,23,22,2,0,0,0
20200111192170,5,17,40,1,0,0,0
20200111192182,1,37,18,1,0,0,0
20200111192182,2,39,20,2,0,0,0
20200111192182,3,16,22,1,0,0,0
20200111192182,4,13,22,2,0,0,0
20200111192182,5,2,22,2,0,0,0
20200111192213,1,50,18,1,0,0,0
20200111192213,3,16,22,2,0,0,0
20200111192213,4,14,22,2,0,0,0
20200111192240,1,31,18,2,0,0,0
20200111192240,2,35,20,1,0,0,0
20200111192240,3,5,22,2,0,0,0
20200111192248,1,55,18,1,0,0,0
20200111192248,2,56,20,2,0,0,0
20200111192266,1,64,18,2,0,0,0
20200111192266,2,68,20,1,0,0,0
20200111192268,1,34,18,2,0,0,0
20200111192268,2,39,20,1,0,0,0
20200111192268,3,15,22,1,0,0,0
20200111192268,4,5,22,1,0,0,0
20200111192268,5,2,22,2,0,0,0
20200111192294,1,42,18,2,0,0,0
20200111192294,2,52,20,1,0,0,0
20200111192294,3,10,22,2,0,0,0
20200111192387,1,62,19,1,0,0,0
20200111192395,1,68,19,2,0,0,0
20200111192397,1,66,18,1,0,0,0
20200111192397,2,64,20,2,0,0,0
20200111192398,1,80,18,2,0,0,0
20200111192398,2,80,20,1,0,0,0
20200111192411,1,52,18,1,0,0,0
20200111192411,2,56,20,2,0,0,0
20200111192450,1,56,18,2,0,0,0
20200111192450,2,80,24,2,0,0,0
20200111192475,1,47,18,1,0,0,0
20200111192475,2,47,20,2,0,0,0
20200111192475,3,17,22,2,0,0,0
20200111192475,4,20,22,1,0,0,0
20200111192475,5,14,22,2,0,0,0
20200111192475,6,11,22,2,0,0,0
20200111192492,1,58,18,1,0,0,0
20200111192492,2,59,20,2,0,0,0
20200111192498,1,30,18,1,0,0,0
20200111192498,2,34,21,2,0,0,0
20200111192503,1,41,18,1,0,0,0
20200111192503,2,36,20,2,0,0,0
20200111192503,3,7,22,1,0,0,0
20200111192503,4,6,22,1,0,0,0
20200111192516,1,27,19,2,0,0,0
20200111192522,1,41,18,2,0,0,0
20200111192522,2,44,20,1,0,0,0
20200111192522,3,6,22,2,0,0,0
20200111192522,4,4,22,1,0,0,0
20200111192523,1,59,18,1,0,0,0
20200111192523,2,57,20,2,0,0,0
20200111192534,1,69,18,2,0,0,0
20200111192534,2,69,20,1,0,0,0
20200111192546,1,24,18,1,0,0,0
20200111192546,2,4,22,2,0,0,0
20200111192546,3,23,28,2,0,0,0
20200111192546,4,0,22,2,0,0,0
20200112190018,1,66,18,2,0,0,0
20200112190018,2,77,20,1,0,0,0
20200112190028,1,46,19,2,0,0,0
20200112190028,2,29,22,2,0,0,0
20200112190047,1,57,18,1,0,0,0
20200112190047,2,57,20,2,0,0,0
20200112190047,3,19,22,1,0,0,0
20200112190047,4,15,22,2,0,0,0
20200112190051,1,49,18,2,0,0,0
20200112190051,2,49,20,1,0,0,0
20200112190051,3,21,22,1,0,0,0
20200112190063,1,80,18,2,0,0,0
20200112190063,2,76,20,1,0,0,0
20200112190083,1,59,18,1,0,0,0
20200112190083,2,59,20,2,0,0,0
20200112190083,3,23,22,2,0,0,0
20200112190085,1,77,18,1,0,0,0
20200112190085,2,74,20,2,0,0,0
20200112190087,1,23,18,1,0,0,0
20200112190087,2,57,24,2,0,0,0
20200112190087,3,24,25,1,0,0,0
20200112190090,1,56,18,2,0,0,0
20200112190090,2,60,20,1,0,0,0
20200112190117,1,80,18,1,0,0,0
20200112190117,2,21,22,1,0,0,0
20200112190117,3,80,20,2,0,0,0
