TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20200302201718,2,46,20,2,0,0,0
20200302201718,3,15,22,1,0,0,0
20200302201718,4,6,22,1,0,0,0
20200302201719,1,46,18,2,0,0,0
20200302201719,2,69,20,1,0,0,0
20200302201723,1,35,18,2,0,0,0
20200302201723,2,65,24,2,0,0,0
20200302201738,1,26,19,1,0,0,0
20200302201743,1,44,18,2,0,0,0
20200302201743,2,40,20,1,0,0,0
20200302201743,3,11,22,1,0,0,0
20200302201743,4,9,22,1,0,0,0
20200302201746,1,72,19,1,0,0,0
20200302201759,1,80,19,2,0,0,0
20200302201767,1,68,18,1,0,0,0
20200302201767,2,67,20,2,0,0,0
20200302201769,1,52,18,1,0,0,0
20200302201769,2,49,20,2,0,0,0
20200302201769,4,21,22,1,0,0,0
20200302201769,5,18,22,1,0,0,0
20200302201769,6,21,22,2,0,0,0
20200302201773,1,40,18,2,0,0,0
20200302201773,2,40,20,1,0,0,0
20200302201773,3,7,22,2,0,0,0
20200302201773,4,6,22,1,0,0,0
20200302201775,1,51,18,1,0,0,0
20200302201775,2,42,20,2,0,0,0
20200302201775,3,2,22,2,0,0,0
20200302201782,1,33,18,1,0,0,0
20200302201782,2,30,20,2,0,0,0
20200302201786,1,45,18,2,0,0,0
20200302201786,2,45,20,1,0,0,0
20200302201786,4,14,22,2,0,0,0
20200302201786,5,11,22,1,0,0,0
20200302201786,6,40,25,1,0,0,0
20200302201795,1,31,18,2,0,0,0
20200302201795,2,34,20,1,0,0,0
20200302201795,3,14,22,1,0,0,0
20200302201795,4,11,22,1,0,0,0
20200302201795,5,6,22,1,0,0,0
20200302201795,6,2,22,2,0,0,0
20200302201798,1,62,18,1,0,0,0
20200302201798,2,63,20,2,0,0,0
20200302201828,1,80,19,1,0,0,0
20200302201850,1,63,19,1,0,0,0
20200302201852,1,57,18,1,0,0,0
20200302201852,2,52,20,2,0,0,0
20200302201852,3,13,22,2,0,0,0
20200302201855,1,79,19,2,0,0,0
20200302201857,1,51,18,1,0,0,0
20200302201857,2,85,24,1,60,0,0
20200302201857,3,85,24,2,60,0,0
20200302201866,1,71,19,2,0,0,0
20200302201866,3,73,20,1,0,0,0
20200302201867,1,61,18,2,0,0,0
20200302201867,2,63,20,1,0,0,0
20200302201869,1,80,19,1,0,0,0
20200302201871,1,64,19,2,0,0,0
20200302201872,1,28,18,2,0,0,0
20200302201872,2,34,20,1,0,0,0
20200302201872,3,6,22,2,0,0,0
20200302201872,4,2,22,1,0,0,0
20200302201873,1,60,18,2,0,0,0
20200302201873,2,61,20,1,0,0,0
20200302201902,1,68,19,2,0,0,0
20200302201905,1,77,19,2,0,0,0
20200302201906,1,32,18,1,0,0,0
20200302201906,2,33,20,2,0,0,0
20200302201906,3,5,22,2,0,0,0
20200302201906,4,4,22,1,0,0,0
20200302201913,1,48,18,1,0,0,0
20200302201913,2,43,20,2,0,0,0
20200302201922,1,56,18,1,0,0,0
20200302201922,2,56,20,2,0,0,0
20200302201926,1,39,18,2,0,0,0
20200302201926,2,40,20,1,0,0,0
20200302201926,3,9,22,2,0,0,0
20200302201926,4,7,22,1,0,0,0
20200302201926,5,4,22,2,0,0,0
20200302201927,1,51,18,2,0,0,0
20200302201927,2,63,20,1,0,0,0
20200302201927,4,15,22,1,0,0,0
20200302201928,1,71,18,1,0,0,0
20200302201928,2,67,20,2,0,0,0
20200302201931,1,54,19,1,0,0,0
20200302201933,1,77,18,1,0,0,0
20200302201933,2,41,22,2,0,0,0
20200302201937,1,33,18,2,0,0,0
20200302201937,2,35,20,1,0,0,0
20200302201937,3,13,22,2,0,0,0
20200302201937,4,5,22,1,0,0,0
20200302201937,5,3,22,2,0,0,0
20200302201942,1,43,18,1,0,0,0
20200302201942,2,42,20,2,0,0,0
20200302201942,3,16,22,2,0,0,0
20200302201942,4,13,22,1,0,0,0
20200302201944,1,35,18,2,0,0,0
20200302201944,2,13,22,1,0,0,0
20200302201944,3,6,22,2,0,0,0
20200302201944,4,4,22,2,0,0,0
20200302201950,1,31,18,2,0,0,0
20200302201950,2,43,20,1,0,0,0
20200302201950,3,9,22,1,0,0,0
20200302201950,4,7,22,1,0,0,0
20200302201950,5,5,22,1,0,0,0
20200302201950,6,3,22,1,0,0,0
20200302201960,1,69,18,2,0,0,0
20200302201960,2,69,20,1,0,0,0
20200302201967,1,40,19,1,0,0,0
20200302201972,1,80,18,2,60,0,0
20200302201972,2,70,28,1,0,0,0
20200302201972,3,62,28,1,0,0,0
20200302201973,1,70,18,1,0,0,0
20200302201973,2,67,20,2,0,0,0
20200302201974,1,80,19,2,0,0,0
20200302201977,1,51,19,1,0,0,0
20200302201978,1,80,18,2,0,0,0
20200302201978,2,60,22,2,0,0,0
20200302201984,1,56,18,1,0,0,0
20200302201984,2,50,20,2,0,0,0
20200302201984,3,49,25,1,0,0,0
20200302201987,1,33,18,2,0,0,0
20200302201987,2,36,20,1,0,0,0
20200302201987,3,11,22,2,0,0,0
20200302201987,4,9,22,1,0,0,0
20200302201987,5,7,22,2,0,0,0
20200302201987,6,5,22,1,0,0,0
20200302201996,1,63,18,2,0,0,0
20200302201996,2,74,20,1,0,0,0
20200302202000,1,85,19,2,60,0,0
20200302202012,1,46,18,2,0,0,0
20200302202012,2,21,22,1,0,0,0
20200302202012,3,11,22,1,0,0,0
20200302202012,4,57,25,2,0,0,0
20200302202013,1,67,18,1,0,0,0
20200302202013,2,67,20,2,0,0,0
20200302202017,1,52,18,1,0,0,0
20200302202017,2,49,20,2,0,0,0
20200302202017,3,19,22,2,0,0,0
20200302202017,4,15,22,2,0,0,0
20200302202021,1,61,18,2,0,0,0
20200302202021,2,62,20,1,0,0,0
20200302202025,1,45,18,1,0,0,0
20200302202025,2,37,20,2,0,0,0
20200302202025,3,5,22,1,0,0,0
20200302202025,4,7,22,1,0,0,0
20200302202029,1,65,18,1,0,0,0
20200302202029,2,66,20,2,0,0,0
20200302202031,1,79,19,2,0,0,0
20200302202032,1,49,19,2,0,0,0
20200302202035,1,74,19,2,0,0,0
20200302202047,1,29,18,2,0,0,0
20200302202047,2,29,20,1,0,0,0
20200302202047,3,15,22,1,0,0,0
20200302202047,4,2,22,2,0,0,0
20200302202054,1,70,19,2,0,0,0
20200302202055,1,30,18,1,0,0,0
20200302202055,2,30,25,1,0,0,0
20200302202055,3,52,24,2,0,0,0
20200302202057,1,39,18,2,0,0,0
20200302202057,2,39,20,1,0,0,0
20200302202057,3,13,22,1,0,0,0
20200302202062,1,36,18,1,0,0,0
20200302202062,2,66,24,2,0,0,0
20200302202064,1,31,18,2,0,0,0
20200302202064,2,31,20,1,0,0,0
20200302202067,1,31,19,1,0,0,0
20200302202068,1,55,18,2,0,0,0
20200302202068,2,54,20,1,0,0,0
20200302202068,3,16,22,2,0,0,0
20200302202068,4,19,22,2,0,0,0
20200302202069,1,50,18,2,0,0,0
20200302202069,2,67,20,2,0,0,0
20200302202071,1,53,19,1,0,0,0
20200302202073,1,54,18,2,0,0,0
20200302202073,2,54,20,1,0,0,0
20200302202081,1,80,19,2,0,0,0
20200302202082,1,34,18,2,0,0,0
20200302202082,2,32,20,1,0,0,0
20200302202082,3,1,22,2,0,0,0
20200302202082,4,6,26,1,0,0,0
20200302202082,5,13,26,1,0,0,0
20200302202088,1,37,18,2,0,0,0
20200302202088,2,35,20,1,0,0,0
20200302202088,3,2,22,2,0,0,0
20200302202093,1,80,18,2,0,0,0
20200302202093,2,85,20,1,60,0,0
20200302202100,1,38,18,2,0,0,0
20200302202100,2,43,20,1,0,0,0
20200302202100,3,4,22,2,0,0,0
20200302202100,4,4,22,1,0,0,0
20200302202109,1,78,18,2,0,0,0
20200302202109,2,45,22,1,0,0,0
20200302202110,1,64,18,1,0,0,0
20200302202110,2,64,20,2,0,0,0
20200302202113,1,71,19,2,0,0,0
20200302202120,1,52,18,1,0,0,0
20200302202120,2,49,20,2,0,0,0
20200302202120,3,16,22,1,0,0,0
20200302202120,5,13,22,1,0,0,0
20200302202124,1,47,19,2,0,0,0
20200302202124,2,21,22,2,0,0,0
20200302202125,1,44,18,1,0,0,0
20200302202125,2,31,20,2,0,0,0
20200302202125,3,1,22,1,0,0,0
20200302202125,4,0,22,1,0,0,0
20200302202126,1,62,18,1,0,0,0
20200302202126,2,61,20,2,0,0,0
20200302202126,3,17,22,2,0,0,0
20200302202126,4,23,22,1,0,0,0
20200302202128,1,62,18,1,0,0,0
20200302202128,2,62,20,2,0,0,0
20200302202129,1,85,19,2,60,0,0
20200302202139,1,68,19,1,0,0,0
20200302202139,2,50,25,2,0,0,0
20200302202143,1,34,19,2,0,0,0
20200302202143,2,34,20,1,0,0,0
20200302202146,1,42,18,1,0,0,0
20200302202146,2,41,20,2,0,0,0
20200302202146,3,8,22,1,0,0,0
20200302202146,4,5,22,1,0,0,0
20200302202147,1,71,18,2,0,0,0
20200302202147,2,85,24,2,60,0,0
20200302202149,1,62,19,1,0,0,0
20200302202150,1,43,19,2,0,0,0
20200302202150,2,18,22,1,0,0,0
20200302202155,1,72,19,2,0,0,0
20200302202158,1,74,18,1,0,0,0
20200302202158,2,80,20,2,0,0,0
20200302202161,1,51,19,2,0,0,0
20200302202162,1,31,18,1,0,0,0
20200302202162,2,30,20,2,0,0,0
20200302202163,1,51,19,1,0,0,0
20200302202163,2,33,28,1,0,0,0
20200302202165,1,61,19,1,0,0,0
20200302202172,1,63,18,1,0,0,0
20200302202172,2,68,20,2,0,0,0
20200302202179,1,36,18,1,0,0,0
20200302202179,2,64,24,2,0,0,0
20200302202179,3,44,25,2,0,0,0
20200302202179,4,36,20,2,0,0,0
20200302202179,5,18,26,1,0,0,0
20200302202179,6,11,22,1,0,0,0
20200302202185,1,32,19,1,0,0,0
20200302202202,1,70,19,2,0,0,0
20200302202204,1,56,19,2,0,0,0
20200302202206,1,77,19,2,0,0,0
20200302202216,1,80,18,2,0,0,0
20200302202216,2,62,22,1,0,0,0
20200302202220,1,31,18,2,0,0,0
20200302202220,2,36,20,1,0,0,0
20200302202220,3,7,22,2,0,0,0
20200302202220,4,3,22,2,0,0,0
20200302202220,5,64,26,2,0,0,0
20200302202221,1,63,18,2,0,0,0
20200302202221,2,64,20,1,0,0,0
20200302202224,1,48,19,1,0,0,0
20200302202228,1,58,18,2,0,0,0
20200302202228,2,59,20,1,0,0,0
20200302202228,3,24,22,1,0,0,0
20200302202232,1,46,18,2,0,0,0
20200302202232,2,78,24,1,0,0,0
20200302202232,3,42,25,2,0,0,0
20200302202232,4,22,26,2,0,0,0
20200302202232,5,19,26,2,0,0,0
20200302202232,6,14,26,1,0,0,0
20200302202237,1,35,19,1,0,0,0
20200302202244,1,64,18,2,0,0,0
20200302202244,2,66,20,1,0,0,0
20200302202249,1,74,19,2,0,0,0
20200302202252,1,33,18,1,0,0,0
20200302202252,2,60,24,1,0,0,0
20200302202252,3,58,24,2,0,0,0
20200302202252,4,30,25,1,0,0,0
20200302202252,5,27,25,2,0,0,0
20200302202253,1,80,18,2,0,0,0
20200302202253,2,72,20,2,0,0,0
20200302202256,1,53,18,1,0,0,0
20200302202256,2,54,20,2,0,0,0
20200302202257,1,66,18,2,0,0,0
20200302202257,2,38,22,1,0,0,0
20200302202257,3,35,26,2,0,0,0
20200302202257,4,15,26,1,0,0,0
20200302202257,5,13,26,2,0,0,0
20200302202262,1,35,18,2,0,0,0
20200302202262,2,36,20,1,0,0,0
20200302202262,3,8,22,2,0,0,0
20200302202262,4,5,22,2,0,0,0
20200302202265,1,46,18,2,0,0,0
20200302202265,2,48,20,1,0,0,0
20200302202265,3,2,22,2,0,0,0
20200302202272,1,33,18,1,0,0,0
20200302202272,2,73,24,2,0,0,0
20200302202272,3,4,22,2,0,0,0
20200302202277,1,34,19,2,0,0,0
20200302202279,1,34,19,2,0,0,0
20200302202289,1,61,18,1,0,0,0
20200302202289,2,68,20,2,0,0,0
20200302202291,1,53,18,2,0,0,0
20200302202291,2,19,22,1,0,0,0
20200302202292,1,40,18,2,0,0,0
20200302202292,2,44,20,1,0,0,0
20200302202292,3,2,22,2,0,0,0
20200302202292,4,0,22,1,0,0,0
20200302202295,1,80,19,2,0,0,0
20200312190122,1,28,19,1,0,0,0
20200312191388,1,52,18,1,0,0,0
20200312191388,2,49,20,2,0,0,0
20200312191388,3,16,22,2,0,0,0
20200312191388,4,10,22,2,0,0,0
20200312191675,1,56,18,2,0,0,0
20200312191675,2,35,22,2,0,0,0
20200312191675,3,13,23,2,0,0,0
20200312191675,4,45,21,1,0,0,0
20200312191954,1,45,19,2,0,0,0
20200503200006,1,58,19,1,0,0,0
20200503200062,1,39,18,1,0,0,0
20200503200062,2,38,20,2,0,0,0
20200503200062,3,3,22,2,0,0,0
20200503200062,4,1,22,1,0,0,0
20200503200118,1,16,18,1,0,0,0
20200503200118,2,70,24,1,0,0,0
20200503200118,4,17,25,2,0,0,0
20200503200121,1,53,18,1,0,0,0
20200503200121,2,57,25,2,0,0,0
20200503200121,3,34,26,2,0,0,0
20200503200121,5,15,26,1,0,0,0
20200503200121,6,13,26,2,0,0,0
20200503200139,1,74,18,1,0,0,0
20200503200139,2,75,20,2,0,0,0
20200503200142,1,72,19,1,0,0,0
20200503200157,1,66,18,1,0,0,0
20200503200157,2,58,20,2,0,0,0
20200503200179,1,23,19,2,0,0,0
20200503200179,2,21,28,2,0,0,0
20200503200179,3,18,28,2,0,0,0
20200503200180,1,22,18,2,0,0,0
20200503200180,3,49,26,2,0,0,0
20200503200180,4,20,26,2,0,0,0
20200503200180,5,17,26,2,0,0,0
20200503200180,6,22,20,1,0,0,0
20200503200180,7,0,22,2,0,0,0
20200503200186,1,22,18,2,0,0,0
20200503200186,2,22,20,1,0,0,0
20200503200190,1,21,18,2,0,0,0
20200503200190,2,21,20,1,0,0,0
20200503200191,1,21,18,2,0,0,0
20200503200191,2,26,21,1,0,0,0
20200503200191,3,0,22,1,0,0,0
20200503200215,1,17,18,2,0,0,0
20200503200215,2,42,24,2,0,0,0
20200503200215,3,40,24,1,0,0,0
20200503200215,4,15,25,2,0,0,0
20200503200215,5,2,25,1,0,0,0
20200503200217,1,17,18,1,0,0,0
20200503200217,2,44,24,1,0,0,0
20200503200217,3,43,24,2,0,0,0
20200503200217,4,12,25,2,0,0,0
20200503200217,5,8,25,2,0,0,0
20200503200218,1,21,18,2,0,0,0
20200503200218,2,49,24,1,0,0,0
20200503200218,3,48,24,2,0,0,0
20200503200218,4,16,25,1,0,0,0
20200503200233,1,18,18,1,0,0,0
20200503200233,2,49,24,2,0,0,0
20200503200233,3,11,25,2,0,0,0
20200503200238,1,15,18,1,0,0,0
20200503200238,2,49,24,1,0,0,0
20200503200238,3,41,24,2,0,0,0
20200503200238,4,13,25,2,0,0,0
20200503200238,5,45,26,1,0,0,0
20200503200242,1,17,18,2,0,0,0
20200503200242,2,51,24,2,0,0,0
20200503200242,3,13,25,1,0,0,0
20200503200244,1,18,18,2,0,0,0
20200503200244,2,58,24,1,0,0,0
20200503200244,3,55,24,2,0,0,0
20200503200244,5,15,25,1,0,0,0
20200503200264,1,16,18,2,0,0,0
20200503200264,2,39,24,2,0,0,0
20200503200264,3,39,24,1,0,0,0
20200503200264,4,15,25,2,0,0,0
20200503200273,1,17,18,1,0,0,0
20200503200273,2,48,24,2,0,0,0
20200503200273,3,71,24,1,0,0,0
20200503200273,10,45,28,2,0,0,0
20200503200274,1,24,18,2,0,0,0
20200503200274,2,29,20,1,0,0,0
20200503200279,1,22,19,1,0,0,0
20200503200279,2,24,28,1,0,0,0
20200503200279,3,24,29,1,0,0,0
20200503200284,1,17,18,1,0,0,0
20200503200284,2,44,24,1,0,0,0
20200503200284,3,39,24,2,0,0,0
20200503200284,4,18,25,1,0,0,0
20200503200284,5,3,25,2,0,0,0
20200503200289,1,19,18,2,0,0,0
20200503200289,2,38,24,2,0,0,0
20200503200289,3,43,24,1,0,0,0
20200503200289,4,12,25,2,0,0,0
20200503200296,1,17,18,1,0,0,0
20200503200296,2,50,24,1,0,0,0
20200503200296,3,51,24,2,0,0,0
20200503200296,6,13,25,2,0,0,0
20200503200310,1,21,18,1,0,0,0
20200503200310,2,57,24,2,0,0,0
20200503200316,1,22,18,1,0,0,0
20200503200316,2,49,24,2,0,0,0
20200503200316,3,57,24,1,0,0,0
20200503200316,4,21,25,1,0,0,0
20200503200316,5,17,25,2,0,0,0
20200503200316,6,17,25,1,0,0,0
20200503200316,7,13,25,2,0,0,0
20200503200321,1,16,18,1,0,0,0
20200503200321,2,47,24,2,0,0,0
20200503200325,1,16,18,1,0,0,0
20200503200325,2,62,24,2,0,0,0
20200503200325,3,67,24,1,0,0,0
20200503200325,4,18,25,1,0,0,0
20200503200332,1,18,18,2,0,0,0
20200503200332,2,51,24,2,0,0,0
20200503200332,3,15,25,1,0,0,0
20200503200334,1,24,18,1,0,0,0
20200503200334,2,22,20,2,0,0,0
20200503200334,3,0,22,2,0,0,0
20200503200345,1,22,19,1,0,0,0
20200503200355,1,22,18,2,0,0,0
20200503200355,2,60,24,2,0,0,0
20200503200355,3,54,24,1,0,0,0
20200503200355,4,20,25,1,0,0,0
20200503200356,1,18,18,1,0,0,0
20200503200356,2,46,24,1,0,0,0
20200503200356,3,43,24,2,0,0,0
20200503200373,1,23,18,1,0,0,0
20200503200373,2,48,24,1,0,0,0
20200503200373,3,21,25,2,0,0,0
20200503200506,1,38,19,2,0,0,0
20200503200512,1,54,18,2,0,0,0
20200503200512,2,80,20,1,0,0,0
20200503200535,1,58,18,1,0,0,0
20200503200535,2,58,20,2,0,0,0
20200503200547,1,85,19,2,60,0,0
20200503200559,1,85,18,1,60,0,0
20200503200559,2,80,20,2,0,0,0
20200503200565,1,85,19,2,60,0,0
20200503200570,1,68,19,2,0,0,0
20200503200575,1,62,18,1,0,0,0
20200503200575,2,62,20,2,0,0,0
20200503200578,1,59,19,2,0,0,0
20200503200583,1,64,19,1,0,0,0
20200503200587,1,42,19,1,0,0,0
20200503200600,1,48,18,2,0,0,0
20200503200600,2,57,20,2,0,0,0
20200503200602,1,47,18,2,0,0,0
20200503200602,2,50,20,1,0,0,0
20200503200602,3,18,22,1,0,0,0
20200503200602,4,16,22,2,0,0,0
20200503200611,1,40,18,1,0,0,0
20200503200611,2,41,20,2,0,0,0
20200503200611,3,13,22,2,0,0,0
20200503200611,4,9,22,2,0,0,0
20200503200611,5,8,22,2,0,0,0
20200503200611,6,4,22,2,0,0,0
20200503200614,1,65,18,1,0,0,0
20200503200614,2,53,20,2,0,0,0
20200503200626,1,58,19,2,0,0,0
20200503200631,1,69,18,1,0,0,0
20200503200631,2,68,20,2,0,0,0
20200503200635,1,53,18,1,0,0,0
20200503200635,2,55,20,2,0,0,0
20200503200639,1,74,18,2,0,0,0
20200503200639,2,52,22,2,0,0,0
20200503200644,1,76,19,2,0,0,0
20200503200650,1,79,18,1,0,0,0
20200503200650,2,76,20,2,0,0,0
20200503200653,1,61,19,2,0,0,0
20200503200654,1,32,18,1,0,0,0
20200503200654,2,28,20,2,0,0,0
20200503200662,1,51,18,1,0,0,0
20200503200662,2,50,20,2,0,0,0
20200503200662,3,20,22,1,0,0,0
20200503200662,4,16,22,2,0,0,0
20200503200666,1,57,18,2,0,0,0
20200503200666,2,69,20,1,0,0,0
20200503200666,3,21,22,1,0,0,0
20200503200666,4,19,22,1,0,0,0
20200503200668,1,58,18,1,0,0,0
20200503200668,2,57,20,2,0,0,0
20200503200673,1,80,19,2,0,0,0
20200503200676,1,47,18,1,0,0,0
20200503200676,2,39,20,2,0,0,0
20200503200676,3,11,22,1,0,0,0
20200503200676,4,4,22,1,0,0,0
20200503200681,1,62,19,2,0,0,0
20200503200682,1,54,18,2,0,0,0
20200503200682,2,59,20,1,0,0,0
20200503200697,1,37,18,2,0,0,0
20200503200697,2,38,20,1,0,0,0
20200503200697,3,7,22,2,0,0,0
20200503200697,4,3,22,1,0,0,0
20200503200711,1,34,18,1,0,0,0
20200503200711,2,31,20,2,0,0,0
20200503200711,3,11,22,1,0,0,0
20200503200711,4,8,22,2,0,0,0
20200503200712,1,72,18,1,0,0,0
20200503200712,2,85,24,2,60,0,0
20200503200714,1,36,18,1,0,0,0
20200503200714,2,36,20,2,0,0,0
20200503200714,3,5,22,1,0,0,0
20200503200714,4,3,22,2,0,0,0
20200503200721,1,74,18,2,0,0,0
20200503200721,2,78,20,1,0,0,0
20200503200726,1,74,19,1,0,0,0
20200503200733,1,40,19,2,0,0,0
20200503200733,2,62,30,1,0,0,0
20200503200734,1,31,18,1,0,0,0
20200503200734,2,31,20,2,0,0,0
20200503200734,3,1,22,2,0,0,0
20200503200736,1,80,19,2,0,0,0
20200503200741,1,63,18,1,0,0,0
20200503200741,2,63,20,2,0,0,0
20200503200742,1,33,18,2,0,0,0
20200503200742,2,58,24,2,0,0,0
20200503200742,4,6,22,2,0,0,0
20200503200742,5,28,26,1,0,0,0
20200503200743,1,64,18,2,0,0,0
20200503200743,2,71,20,1,0,0,0
20200503200781,1,37,18,1,0,0,0
20200503200781,2,42,20,2,0,0,0
20200503200781,3,9,22,2,0,0,0
20200503200784,1,56,19,1,0,0,0
20200503200798,1,37,19,1,0,0,0
20200503200804,1,74,18,2,0,0,0
20200503200804,2,77,20,1,0,0,0
20200503200804,3,54,22,1,0,0,0
20200503200806,1,80,19,2,0,0,0
20200503200814,1,39,18,2,0,0,0
20200503200814,2,13,22,1,0,0,0
20200503200814,3,10,22,2,0,0,0
20200503200817,1,66,19,2,0,0,0
20200503200826,1,60,18,1,0,0,0
20200503200826,2,64,20,2,0,0,0
20200503200835,1,39,19,1,0,0,0
20200503200839,1,46,18,2,0,0,0
20200503200839,2,38,20,1,0,0,0
20200503200841,1,74,18,2,0,0,0
20200503200841,2,78,20,1,0,0,0
20200503200845,1,72,18,1,0,0,0
20200503200845,2,69,20,2,0,0,0
20200503200849,1,38,18,1,0,0,0
20200503200849,2,34,20,2,0,0,0
20200503200849,3,15,22,1,0,0,0
20200503200849,4,10,22,2,0,0,0
20200503200849,5,4,22,1,0,0,0
20200503200855,1,41,18,2,0,0,0
20200503200855,2,42,20,1,0,0,0
20200503200855,3,10,22,1,0,0,0
20200503200855,4,6,22,1,0,0,0
20200503200859,1,32,18,2,0,0,0
20200503200859,2,14,22,1,0,0,0
20200503200859,3,12,22,2,0,0,0
20200503200859,4,3,22,1,0,0,0
20200503200867,1,63,19,1,0,0,0
20200503200870,1,50,18,2,0,0,0
20200503200870,2,51,20,1,0,0,0
20200503200875,1,34,18,2,0,0,0
20200503200875,2,6,22,1,0,0,0
20200503200875,3,1,22,1,0,0,0
20200503200875,4,45,21,1,0,0,0
20200503200882,1,44,19,1,0,0,0
20200503200888,1,41,18,2,0,0,0
20200503200888,2,44,20,1,0,0,0
20200503200888,3,16,22,2,0,0,0
20200503200888,4,13,22,1,0,0,0
20200503200888,5,6,22,1,0,0,0
20200503200894,1,30,18,1,0,0,0
20200503200894,2,31,20,2,0,0,0
20200503200894,3,2,22,1,0,0,0
20200503200894,4,0,22,2,0,0,0
20200503200896,1,43,18,2,0,0,0
20200503200896,2,23,22,2,0,0,0
20200503200896,3,12,22,2,0,0,0
20200503200898,1,80,18,2,0,0,0
20200503200898,2,80,20,1,0,0,0
20200503200903,1,30,18,2,0,0,0
20200503200903,2,68,24,1,0,0,0
20200503200903,3,61,24,2,0,0,0
20200503200903,4,43,25,2,0,0,0
20200503200903,5,38,25,2,0,0,0
20200503200903,6,19,26,1,0,0,0
20200503200903,7,39,26,1,0,0,0
20200503200933,1,78,19,2,0,0,0
20200503200934,1,68,18,1,0,0,0
20200503200934,2,69,20,2,0,0,0
20200503200948,1,58,18,1,0,0,0
20200503200948,2,53,20,2,0,0,0
20200503200948,3,28,22,2,0,0,0
20200503200949,1,53,18,1,0,0,0
20200503200949,2,51,20,2,0,0,0
20200503200949,3,19,22,1,0,0,0
20200503200949,4,17,22,1,0,0,0
20200503200951,1,37,18,2,0,0,0
20200503200951,2,36,20,1,0,0,0
20200503200951,3,5,22,2,0,0,0
20200503200951,4,3,22,2,0,0,0
20200503200953,1,35,18,2,0,0,0
20200503200953,2,38,20,1,0,0,0
20200503200953,3,18,22,1,0,0,0
20200503200953,4,10,22,1,0,0,0
20200503200953,5,8,22,1,0,0,0
20200503200960,1,63,19,2,0,0,0
20200503200977,1,78,19,2,0,0,0
20200503200978,1,59,18,2,0,0,0
20200503200978,2,61,20,1,0,0,0
20200503200979,1,25,18,2,0,0,0
20200503200979,2,26,20,1,0,0,0
20200503200987,1,30,19,2,0,0,0
20200503200992,1,49,18,2,0,0,0
20200503200992,2,54,20,1,0,0,0
20200503200992,3,14,22,1,0,0,0
20200503201005,1,71,18,1,0,0,0
20200503201005,2,69,20,2,0,0,0
20200503201006,1,80,19,2,0,0,0
20200503201009,1,28,18,2,0,0,0
20200503201009,2,31,20,1,0,0,0
20200503201017,1,26,18,1,0,0,0
20200503201017,2,60,24,1,0,0,0
20200503201017,3,60,24,2,0,0,0
20200503201017,4,80,26,2,0,0,0
20200503201017,5,28,30,2,0,0,0
20200503201026,1,33,18,2,0,0,0
20200503201026,2,13,22,2,0,0,0
20200503201026,3,5,22,1,0,0,0
20200503201026,4,3,22,1,0,0,0
20200503201029,1,41,18,1,0,0,0
20200503201029,2,35,20,2,0,0,0
20200503201029,3,13,22,1,0,0,0
20200503201029,4,12,22,2,0,0,0
20200503201029,5,3,22,2,0,0,0
20200503201029,6,1,22,1,0,0,0
20200503201031,1,31,19,2,0,0,0
20200503201038,1,47,18,2,0,0,0
20200503201038,2,48,20,1,0,0,0
20200503201038,3,19,22,2,0,0,0
20200503201041,1,30,19,2,0,0,0
20200503201041,2,36,21,1,0,0,0
20200503201047,1,79,18,1,0,0,0
20200503201047,2,79,20,2,0,0,0
20200503201050,1,41,18,2,0,0,0
20200503201050,2,17,22,2,0,0,0
20200503201057,1,43,18,2,0,0,0
20200503201057,2,45,20,1,0,0,0
20200503201057,3,20,22,1,0,0,0
20200503201057,4,16,22,1,0,0,0
20200503201057,5,12,22,1,0,0,0
20200503201057,6,7,22,1,0,0,0
20200503201057,7,6,22,2,0,0,0
20200503201073,1,73,19,1,0,0,0
20200503201078,1,71,18,2,0,0,0
20200503201078,2,72,20,1,0,0,0
20200503201078,3,24,22,2,0,0,0
20200503201093,1,70,18,1,0,0,0
20200503201093,2,41,22,2,0,0,0
20200503201093,3,6,23,1,0,0,0
20200503201097,1,27,18,2,0,0,0
20200503201097,2,32,21,1,0,0,0
20200503201113,1,41,18,2,0,0,0
20200503201113,2,46,20,1,0,0,0
20200503201113,3,6,22,1,0,0,0
20200503201121,1,70,18,1,0,0,0
20200503201121,2,69,20,2,0,0,0
20200503201124,1,85,19,2,60,0,0
20200503201130,1,41,19,1,0,0,0
20200503201136,1,32,18,2,0,0,0
20200503201136,2,35,20,1,0,0,0
20200503201136,3,14,22,2,0,0,0
20200503201136,4,12,22,1,0,0,0
20200503201136,5,3,22,2,0,0,0
20200503201139,1,59,19,2,0,0,0
20200503201140,1,74,18,1,0,0,0
20200503201140,2,70,20,2,0,0,0
20200503201147,1,42,18,2,0,0,0
20200503201147,2,43,20,1,0,0,0
20200503201147,3,10,22,1,0,0,0
20200503201147,4,12,22,2,0,0,0
20200503201151,1,73,19,1,0,0,0
20200503201161,1,72,18,2,0,0,0
20200503201161,3,43,22,1,0,0,0
20200503201164,1,73,19,1,0,0,0
20200503201170,1,65,19,1,0,0,0
20200503201174,1,36,18,2,0,0,0
20200503201174,2,13,22,2,0,0,0
20200503201174,3,9,22,1,0,0,0
20200503201176,1,33,18,2,0,0,0
20200503201176,2,4,22,2,0,0,0
20200503201177,1,74,19,2,0,0,0
20200503201196,1,37,18,2,0,0,0
